upstroke_downstroke_ratio,ef__avg_isi,ef__avg_firing_rate
2.89546090494073,73.6783333333333,13.5725111407696
1.89188093800049,12.9123684210526,77.445126052133
3.1211816215221,77.4,12.9198966408269
4.57486453842852,245.906666666667,4.06658352762565
1.4528902963157,5.79999999999992,172.413793103451
2.19987196375147,112.245,8.90908280992472
2.52061630228839,72.9953846153846,13.6994962800599
4.14999807269852,36.3199999999999,27.5330396475772
2.80618139261634,168.45,5.93647966755714
1.31526664906747,24.5600000000001,40.71661237785
3.37711385047564,320.915,3.11608993035539
2.73192781069483,248.36,4.02641327105814
3.10724068195182,60.736,16.4646996838778
2.29278125347082,61.476,16.2665105081658
4.46920730828021,6.83999999999996,146.198830409358
3.90618458032267,368.66,2.71252644713286
3.13816525716283,42.4365217391304,23.5646080078686
1.38866009007699,35.6115384615385,28.0807862620153
4.03782926493653,277.586666666667,3.60247850521158
3.76342246579714,53.2341176470588,18.784945523658
5.03899246921333,447.14,2.23643601556559
2.95273688453768,21.365652173913,46.8040943407746
2.86234130571679,7.23999999999991,138.121546961328
3.07292063205141,58.885,16.9822535450454
3.20013668236165,139.516666666667,7.16760243698481
1.28144781293301,5.75999999999999,173.611111111111
4.62176752707538,130.765714285714,7.64726446425452
2.0395561123338,50.281052631579,19.8882073397952
3.86667566526034,153.704,6.50601155467652
3.20023676836465,108.56,9.21149594694178
3.42229220672034,66.1771428571429,15.1109576029704
2.95830006740223,76.635,13.0488680107001
1.28530714785161,26.8844444444444,37.1962307819475
2.86255455827192,54.9788235294118,18.1888213643756
4.05557776995308,276.94,3.61089044558388
3.18358299448772,69.5276923076923,14.3827583917863
3.72203758353696,40.084347826087,24.9473935397097
4.25974762215365,10.44,95.7854406130268
3.96213677699429,95.5622222222222,10.4643862056136
3.40169551124924,92.26,10.8389334489486
3.82262540970458,60.24,16.6002656042497
3.95285434656072,119.642857142857,8.35820895522389
1.57399229359716,27.6702857142857,36.1398508973009
4.31024783714743,26.34,37.9650721336371
4.43456266261281,161.548,6.19011067917894
1.54699135838031,21.3265217391304,46.8899716621476
1.4156929608869,312.346666666667,3.20157090412362
4.67411691924362,169.192,5.91044493829495
4.9318301864732,174.635,5.72622899189739
4.15624362101815,215.62,4.63778870234672
2.73233126871302,74.42125,13.4370223558459
5.80820278593181,376.28,2.65759540767514
5.64783154739687,76.8818181818182,13.0069764691971
1.12713059948625,17.9874074074074,55.5944487913355
3.18686057687986,66.98,14.9298297999403
3.62460788368559,11.1600000000001,89.6057347670243
1.60772310370647,6.1199999999999,163.39869281046
3.21870899464965,109.6375,9.12096682248318
2.33076048618226,22.773023255814,43.9116049180997
4.58818611666028,11.1999999999999,89.2857142857151
4.06719932263665,6.25999999999993,159.744408945689
3.08310177339529,50.7063157894737,19.721409146582
1.5904426899397,65.2314285714286,15.3300337260742
3.9096488419945,171.1,5.84453535943892
2.60940083942227,162.208,6.16492404813573
2.25915525254877,98.5125,10.150996066489
2.56164442448111,91.72,10.9027474923681
4.39714706804354,225.38,4.43695092732274
3.3230055783049,747.16,1.33840141335189
4.3013998362643,187.345,5.33774586991913
3.39783624261988,164.604,6.0751865082258
4.26997615199801,261.59,3.82277610000382
2.04477061584732,41.0086956521739,24.3850720949958
3.85443053655266,83.3,12.0048019207683
2.82269538323846,121.985714285714,8.19768122731001
1.72245195710781,109.868,9.10183128845524
3.60619015021643,30.92375,32.3376045919399
2.54356552987547,286.97,3.48468481025891
1.44195334170223,51.2273684210526,19.520815353635
2.92077804741424,10.8200000000001,92.4214417744908
4.08710010431368,162.3,6.16142945163278
4.31435633840887,181.252,5.51718050007724
2.66426280255211,44.8952380952381,22.274077216801
3.23825144972657,319.506666666667,3.12982514710178
3.4012598523145,15.12,66.1375661375661
1.48088128871422,13.69,73.0460189919649
3.13708999548969,10.4199999999999,95.9692898272562
1.32480720493975,101.853333333333,9.8180390103417
5.0118310779379,869.92,1.14953099135553
4.24056603697298,175.208,5.70750194055066
3.38005166708569,8.24000000000003,121.35922330097
3.9141201842871,325.22,3.07484164565525
4.72256608142305,131.65,7.59589821496392
2.4105727779644,26.0673684210526,38.3621385882733
4.59317476735184,45.4142857142857,22.0195029883611
2.8402629999949,82.0981818181818,12.1805377153741
2.65004811340989,599.58,1.66783415057207
3.62787851382404,149.053333333333,6.70900796135613
3.56360115117884,115.222857142857,8.67883356476891
1.22148483200676,5.96000000000008,167.785234899327
3.17546644032031,42.6490909090909,23.4471586306859
2.51708615388422,138.436666666667,7.22351978040498
2.52563843279229,248.206666666667,4.02890064731003
2.83760030898891,130.5,7.66283524904215
3.14507355744676,780.02,1.28201840978436
3.0773075784682,137.666666666667,7.26392251815979
2.91710414874518,32.6933333333333,30.5872756933116
4.04678700385837,8.92000000000004,112.107623318385
3.80570359819861,137.59,7.26797005596337
1.6075056851167,49.9105263157895,20.0358536328166
3.42528985297818,178.66,5.5972237770066
3.23800587889407,70.8846153846154,14.1074335322843
3.96822636931375,7.81999999999994,127.877237851663
4.38799527175214,192.52,5.19426553085394
4.75378508592048,8.08000000000009,123.762376237622
2.96321180188122,130.191428571429,7.68099721289527
2.50602021718826,58.57875,17.0710368521008
5.2544202527032,32.7000000000002,30.5810397553515
3.00538563035511,100.275555555556,9.97252016665185
2.88586014230285,110.945,9.01347514534229
3.12208711588021,102.048888888889,9.79922477244021
4.10045418616107,62.6586666666667,15.959484189471
3.77185003189687,39.3383333333333,25.420497394399
3.16283941940683,67.14,14.8942508191838
3.3500805378746,98.9333333333334,10.1078167115903
3.97898748609009,191.975,5.20901159005079
5.39529723672958,13.22,75.642965204236
1.40615496316621,22.1931818181818,45.0588837685612
4.81738650569614,62.6442857142857,15.9631479327723
3.60660033599484,212.235,4.71175819256956
2.77354911001079,55.7682352941177,17.9313545556188
3.52410321651831,169,5.91715976331361
2.88656224227915,260.853333333333,3.83357186669393
4.9248252948412,8.59999999999994,116.279069767443
3.65229260122976,50.3263157894737,19.8703200167329
2.97955136899439,50.1210526315789,19.951695894151
4.28323626204769,125.582857142857,7.96287027346773
4.45462261516351,44.5742857142857,22.4344593295302
4.58163518438146,293.973333333333,3.40166908563135
2.45505282456399,97.3688888888889,10.2702209238634
2.23604968678468,123.294285714286,8.11067596690842
2.21944800456714,118.554285714286,8.43495445124594
3.27889477490155,61.2453333333333,16.3277746331693
1.6768280704683,31.1658064516129,32.0864470987642
1.45755638026551,22.3036363636364,44.8357381592891
2.88358513659378,377.67,2.64781422935367
3.40915125848684,28.4600000000002,35.1370344342935
3.06431534994831,22.0918181818182,45.2656269289329
2.9287727025713,11.22,89.126559714795
2.4515566814783,202.575,4.93644329260768
1.51636293737145,29.81875,33.5359463424859
1.67143570023134,30.78,32.488628979857
4.08430958661561,126.602857142857,7.89871589447316
3.21151213408897,6.78000000000001,147.492625368731
4.46516013102756,15.2600000000001,65.5307994757532
3.93115657113875,82.6181818181818,12.1038732394366
3.17317360390422,67.6415384615385,14.7838151340778
3.07856442895698,127.113333333333,7.86699533224946
4.24922440634359,232.686666666667,4.29762484600177
2.33216139895114,20.0212244897959,49.9469950256871
1.3181791825484,18.3641509433962,54.4539196547828
4.621997519603,130.105714285714,7.68605749171006
2.39274048716553,40.6669565217391,24.5899886672226
1.69857670272698,25.3173684210526,39.4985759723926
4.02896545851526,380.03,2.63137120753625
3.67806828867649,184.09,5.43212559074366
4.39592542571796,8.04000000000005,124.378109452736
2.98787943266119,123.594285714286,8.09098895002079
3.86637595695581,175.06,5.71232720210214
4.1904319352021,10.5200000000001,95.0570342205314
4.76789262038604,148.166666666667,6.74915635545555
1.98580516401976,113.58,8.80436696601514
2.67381076135728,202.675,4.93400764771185
3.50142836949467,66.7071428571429,14.9908983831245
3.83791173481421,29.62,33.7609723160027
4.55964259176641,127.26,7.85792865000786
2.74071849912345,154.188,6.48558902119491
2.64352196042897,95.65,10.4547830632514
3.82511118488173,64.4642857142857,15.5124653739612
3.68582741201297,262.27,3.81286460517787
3.29908545610239,140.12,7.13673993719669
1.20444535341324,25.9308108108108,38.5641624280831
4.97328244261946,112.995,8.8499491127926
1.53646451070962,48.7915789473684,20.4953400069037
2.65159321729753,199.926666666667,5.00183400580212
3.65215384701354,134.288571428571,7.4466500712751
1.47212420900936,32.6141666666667,30.6615223445844
1.87762630395013,55.3917647058824,18.0532251555763
3.62377090136595,153.076,6.53270270976508
3.32650095959418,98.6222222222222,10.1397025687247
1.47357296048348,4.81000000000009,207.900207900204
3.93908670641254,63.552,15.7351460221551
2.95904347129999,102.3,9.77517106549365
2.99575843161762,24.391,40.9987290393998
3.98191535045914,103.531111111111,9.65893236600915
2.56272786610824,74.9983333333333,13.3336296362141
4.00964886456125,5.02000000000002,199.203187250995
3.88009159535455,9.19999999999987,108.695652173915
2.64064854396409,35.8422222222222,27.9000558001116
3.13212797299707,132.74,7.53352418261263
2.40704617522744,28.2064705882353,35.4528581260036
3.44577196958429,53.17,18.807598269701
2.90747014731707,72.3907692307693,13.8139159263824
4.08956733607173,24.2199999999999,41.2881915772091
3.70280901313732,158.88,6.29405840886203
4.61800366668384,134.52,7.43383883437407
1.41236835260908,8.92000000000004,112.107623318385
1.37336671557183,41.9743478260869,23.824074745445
3.67776659051926,210.285,4.75545093563497
4.08037560865662,6.92000000000004,144.50867052023
3.08324792105063,129.705714285714,7.70976055686501
2.83256385829041,63.5426666666667,15.7374572465745
2.32985984523334,110.8075,9.02465988313065
3.1690404860599,41.7469565217391,23.9538419879606
3.77513068235091,228.54,4.37560164522622
4.14587822112228,141.763333333333,7.05401020480145
4.1117841493268,244.106666666667,4.09656980554948
3.91365886560396,12.5,80
2.28702681308085,73.9933333333334,13.514731056852
1.53163524503492,91.3125,10.9514031485284
1.43238549251389,16.4779661016949,60.6871014194611
3.51119951303157,188.473333333333,5.30579038590783
2.99272147939217,698.5,1.43163922691482
3.23160625519249,52.3888888888889,19.0880169671262
4.13815467259113,15.42,64.8508430609598
1.71154574975147,70.98,14.0884756269372
3.7292950511368,166.168,6.01800587357373
1.2773423825618,31.5870967741936,31.6584967320261
3.86970109034397,110.32,9.06453952139231
1.56277848980535,65.2,15.3374233128834
3.71355756120646,62.94,15.8881474420083
4.03465210090266,12.06,82.9187396351575
2.68750502233111,34.2614285714286,29.1873410332318
3.22595794702528,114.351428571429,8.74497164130622
3.37851424659097,115.234285714286,8.67797282554793
3.7998417692679,191.81,5.21349251863824
3.31494240264883,160.12,6.24531601299026
2.55537444275572,94.16,10.6202209005947
3.93709521203107,244.02,4.0980247520695
1.58459552010091,17.1515789473684,58.3036700625998
1.43266631166845,35.6066666666667,28.0846283467515
3.64853048922303,126.562857142857,7.90121227171141
4.23428620526422,17.22,58.0720092915215
4.24755946367544,131.814285714286,7.58643112604312
1.43493140402184,37.04,26.9978401727862
4.22981507302019,17.02,58.7544065804935
1.90700904547197,102.924444444444,9.71586492788673
3.4180748628917,6.92000000000004,144.50867052023
2.5823070474782,62.852,15.9103926684911
4.10976361954251,9.9800000000001,100.200400801602
2.45588145652509,136.993333333333,7.29962528590201
4.15823765508121,148.95,6.71366230278617
1.42107985966442,26.9422222222222,37.1164632134609
2.53772153024718,8.03999999999983,124.378109452739
4.22824442959207,211.626666666667,4.72530241935483
3.95446060369078,8.61999999999985,116.009280742461
1.60858716264699,39.8000000000001,25.1256281407035
3.83069584527885,72.09,13.8715494520738
1.15957403460519,4.66666666666667,214.285714285714
3.27325872544628,12.6200000000001,79.2393026941357
3.62935063981657,380.93,2.62515422781088
3.43945285649073,63.8986666666667,15.6497788164594
4.1684272151271,126.522857142857,7.90371022740104
4.1145487060369,54.64,18.3016105417277
2.50746225724583,8.65000000000005,115.606936416184
2.977482967,94.12,10.6247343816405
3.46659838056031,165.54,6.04083605170956
2.88777027393187,144.74,6.90894016857814
3.97325544231591,14.74,67.842605156038
3.34552655665467,905.2,1.10472823685373
4.37023427615774,144.243333333333,6.93272941557093
4.22933230100933,247,4.04858299595142
4.71534708508796,53.5600000000001,18.6706497386109
4.75674107010674,77.6783333333333,12.8736026777094
2.52847769357948,67.6742857142857,14.7766613189226
2.28819763848585,89.222,11.2079980273923
3.40034823112446,64.9885714285714,15.3873208476216
2.80001651328174,74.3766666666667,13.4450768610227
4.02599479088843,232.546666666667,4.30021214379909
4.02061138959784,106.01,9.43307235166494
3.56012252861494,119.322857142857,8.38062399731821
2.47050947176611,7.49999999999984,133.333333333336
3.70642265330216,9.43000000000005,106.044538706256
4.23789218018026,6.09999999999999,163.934426229508
2.53058052190907,26.06,38.3729854182655
3.20116432653341,194.635,5.13782207722147
4.70640142246019,193.22,5.17544767622399
3.98093805895404,16.0399999999998,62.3441396508736
3.10425546594737,141.844,7.04999859000028
3.43772469998015,100.817777777778,9.91888555810261
4.66959343797667,170.08,5.87958607714017
3.61985729979945,7.66,130.548302872063
3.74008738869717,97.7825,10.2267788203411
1.36652442559981,13.98,71.5307582260372
3.61916611293292,202.705,4.93327742285587
4.28196210817884,7.94000000000006,125.944584382871
3.47358355956801,6.97999999999999,143.266475644699
2.36797603009506,59.92625,16.6871779896122
2.86550373312947,78.6345454545455,12.7170570417813
4.52750939619948,194.23,5.14853524172373
2.58197422762564,40.4834782608696,24.701434831171
2.57077864469076,107.981875,9.26081344670112
2.34145082019093,68.8071428571429,14.5333748572615
4.77795907217093,89.806,11.1351134668062
3.6804865152931,66.34,15.0738619234248
3.22180477561964,135.516666666667,7.37916615422455
3.41899014605193,107.275,9.32183640177115
3.74801070528099,11.8,84.7457627118644
2.59363248355865,45.6019047619048,21.9289085668936
4.60188079553174,169.056,5.91519969714177
2.60423333515974,103.175555555556,9.69221822567788
4.08283142008852,183.045,5.46313747985468
4.52185971227099,11.7,85.4700854700855
2.87223147628292,136.225833333333,7.34075157061499
2.99533032447679,106.78,9.36504963476306
3.50163797466686,38.7816666666667,25.7853796897159
4.59824653677116,38.44,26.0145681581686
1.71954232245756,53.22,18.7899285982713
3.02529593912556,58.7475,17.0220009362101
3.40352028388996,592.42,1.68799162756153
3.13823381495142,258.54,3.86787344318094
4.06206955847644,36.5200000000001,27.3822562979189
3.06417958608061,208.75,4.79041916167665
2.63294837281584,56.7341176470588,17.6260783012608
3.02969518402454,134.7,7.42390497401633
1.36781080479101,39.9633333333333,25.0229376928852
2.68491861910253,92.394,10.8232136285906
4.78072571349621,51.5244444444445,19.4082636073492
2.78721656725689,44.4504761904762,22.4969468429285
1.85493251338719,50.0957894736842,19.9617574751529
2.4440870319269,65.8,15.1975683890578
3.86229024558211,9.67999999999991,103.305785123968
1.88797425112537,99.804,10.0196384914432
3.24216667756986,78.305,12.7705765915331
2.41218521800766,78.7616666666667,12.6965317307489
3.18668134165553,43.4780952380952,23.0000876193814
2.26617509580208,69.7061538461539,14.3459356860668
2.77638702914286,112.735625,8.87031051630751
3.78829075619421,114.443125,8.73796481876915
3.57830722423101,47.8305263157895,20.9071502453839
1.52454307267456,9.03000000000009,110.741971207086
3.17593765998923,121.405714285714,8.23684458250967
3.29000737459257,426.87,2.34263358868039
2.22039634706052,72.4215384615385,13.8080469048732
2.98353787920771,60.7975,16.4480447386817
4.42521840140359,132.48,7.54830917874396
3.41170910581928,55.7625,17.9331988343421
4.71464023893336,15.8,63.2911392405063
3.25234613938187,232.426666666667,4.30243230839834
3.56522767080941,222.86,4.48712195997487
3.38411940267756,238.32,4.19603893924136
3.2004471263832,87.9527272727273,11.3697440773969
3.39036291090614,6.90000000000013,144.927536231881
2.38662440184626,10.73,93.1966449207828
3.26427857773841,78.4963636363636,12.7394436337526
3.32633390212696,74.4983333333333,13.4231190854382
1.36444842321507,44.3258823529412,22.5601826047721
